Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
2359814,FREDY'S INN,FRANK & MARY'S,955,Restaurant,Risk 1 (High),2905 N ELSTON AVE ,CHICAGO,IL,60618,02/04/2020,Canvass,No Entry,,41.93416814341909,-87.69047825732142,"(-87.69047825732142, 41.93416814341909)"
2359798,L & L ACADEMY AND PRESCHOOL,L & L ACADEMY AND PRESCHOOL,2443069,Children's Services Facility,Risk 1 (High),1154-1158 W BELMONT AVE ,CHICAGO,IL,60657,02/04/2020,Canvass,Pass w/ Conditions,21. PROPER HOT HOLDING TEMPERATURES - Comments: OBSERVED CHICKEN TACOS HELD AT IMPROPER TEMPERATURES BETWEEN 123.0 F AND 126.0 F INSIDE INSULATED FOOD DELIVERY CARRIERS. INSTRUCTED MANAGER ALL TCS FOODS MUST BE HELD HOT AT 135.0 F OR ABOVE. ALL OUT OF TEMPERATURE TCS FOODS HAVE BEEN DISCARDED. PRIORITY VIOLATION 7-38-005.,41.93995156136211,-87.65874263208119,"(-87.65874263208119, 41.93995156136211)"
2359800,ALEXANDER GRAHAM BELL ELEM.,ALEXANDER GRAHAM BELL ELEM.,1878462,School,Risk 1 (High),3730 N Oakley AVE ,CHICAGO,IL,60618,02/04/2020,Complaint Re-Inspection,Pass,,41.94952794711779,-87.68605495615246,"(-87.68605495615246, 41.94952794711779)"
2359787,JAMES RUSSELL  LOWELL ELEMENTARY,JAMES RUSSELL LOWELL ELEMENTARY,24251,School,Risk 1 (High),3320 W Hirsch AVE ,CHICAGO,IL,60651,02/04/2020,Canvass Re-Inspection,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: **INSTRUCTED MANAGER THAT A EXPOSED HAND SINK NEEDS TO BE INSTALLED IN THE DINING/LUNCH ACROSS THE HALL FROM THE MAIN KITCHEN AT THE SERVING LINE. MUST PROVIDE AND MAINTAIN WITH SOAP, PAPER TOWEL AND RUNNING COLD AND HOT WATER. PRIORITY FOUNDATION VIOLATION #7-38-030(C).  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED AN UNUSED AND BROKEN 2 DOOR REACH-IN FREEZER IN THE PREP/ BREAD STROAGE ROOM. INSTRUCTED TO REMOVE UNUSED EQUIPMENT ON PREMISE. ",41.906546839888,-87.71023278575913,"(-87.71023278575913, 41.906546839888)"
2359785,Carter,WILLIAM CARTER ELEMENTARY,22611,School,Risk 1 (High),5740 S Michigan (100E) ,CHICAGO,IL,60637,02/04/2020,Canvass Re-Inspection,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments:  OBSERVED NO HAND WASH SINK AT SERVING LINE TO ALLOW CONVENIENT USE BY EMPLOYEES AT FOOD DISPENSING AREA. MUST PROVIDE. PRIORITY FOUNDATION 7-38-030(C). | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INTERIOR AND EXTERIOR OF SHELVING UNITS, CABINETS, AND CUBBIES NEED CLEANING IN PRE-K 105 CLASSROOM. INSTRUCTED MANAGER TO CLEAN AND SANITIZE ALL EQUIPMENT.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED PEELING PAINT ON CEILING IN GIRLS FIRST FLOOR NORTH WASHROOM. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: PREVIOUS PRIORITY FOUNDATION VIOLATION NOT CORRECTED FROM REPORT #2357013 ON 1-21-20 AND REPORT #2359545 ON 1-29-20:38-OBSERVED OVER 50 MICE DROPPINGS SCATTERED ON FLOOR ALONG WALLS, SHELVING UNITS, CUBBIES, AND INSIDE CLOSET IN PRE-K ROOM 105, 20 MICE DROPPINGS SCATTERED INSIDE WOODEN ROLLING CABINET NEAR 3-COMPARTMENT SINK IN KITCHEN, 15 MICE DROPPINGS SCATTERED ON FLOOR ALONG WALLS AND CORNERS IN HOT WATER HEATER ROOM IN KITCHEN. INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. PRIORITY VIOLATION 7-42-090",41.789841285831926,-87.6224897421911,"(-87.6224897421911, 41.789841285831926)"
2359822,PILSEN ELEMENTARY,PILSEN ELEMENTARY,31141,School,Risk 1 (High),1420 W 17th St  (1700S) ,CHICAGO,IL,60608,02/04/2020,Canvass,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 5-202.12(A) OBSERVED LOWER LEVEL BOY'S TOILET ROOM HAND WASHING SINK AT 78.8F DURING THE INSPECTION. INSTRUCTED THAT SAID HAND WASHING SINK MUST MAINTAIN 100F AT ALL TIMES. INSTRUCTED TO REPAIR. PRIORITY VIOLATION 7-38-030(C). | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-501.111 OBSERVED EVIDENCE OF RODENT ACTIVITY. OBSERVED ABOUT 20 RODENT DROPPINGS LOCATED IN BETWEEN THE STOVE AND THE GREASE TRAP IN THE FOOD PREP AREA. INSTRUCTED TO CLEAN AND SANITIZE AFFECTED AREAS AND RECOMMENDED CONTACTING PEST CONTROL FOR A SERVICE. PRIORITY FOUNDATION 7-38-020(A). | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11 OBSERVED BLACK GARBAGE BAGS COVERING THE CEILING HEATING DUCT DUE TO PEELING PAINT AROUND THE HEATING DUCT. INSTRUCTED TO REMOVE BLACK GARBAGE BAGS AND PEELING PAINT (WHEREVER NECESSARY) AND MAKE ALL SURFACES SMOOTH AND EASILY CLEANABLE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12 OBSERVED EXCESSIVE ACCUMULATED DUST ON THE PIPES IN THE LUNCHROOM. INSTRUCTED TO CLEAN.",41.85887605891408,-87.66222540281572,"(-87.66222540281572, 41.85887605891408)"
2359791,WALSH ELEMENTARY,WALSH ELEMENTARY,2225478,School,Risk 1 (High),2015 S PEORIA ,CHICAGO,IL,60608,02/04/2020,Canvass,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO CLOSED RECEPTACLE INSIDE OF THE EMPLOYEE'S AND GIRL'S TOILET ROOM. INSTRUCTED TO PROVIDE.",41.85484214279098,-87.64804964195923,"(-87.64804964195923, 41.85484214279098)"
2359811,New Field Elementary School,New Field Elementary School,22071,School,Risk 1 (High),1707 W Morse AVE ,CHICAGO,IL,60626,02/04/2020,Canvass Re-Inspection,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: NOTED WASH ROOMS ON PREMISE WITH GARBAGE RECEPTACLES AND NO LIDS. INSTRUCTED TO PROVIDE TRASH CANS WITH LIDS AT ALL WOMEN WASH ROOMS AND UNISEX WASH ROOMS | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: NOTED NO WORKING VENTILATION INSIDE THE STAFF TOILET ON PREMISE. INSTRUCTED TO REPAIR AND HAVE A WORKING VENTILATION INSIDE ALL TOILETS.",42.00767532654227,-87.67315752708828,"(-87.67315752708828, 42.00767532654227)"
2359851,MOLE VILLAGE RESTAURANT,MOLE VILLAGE RESTAURANT,2646241,Restaurant,Risk 1 (High),2302 S BLUE ISLAND AVE ,CHICAGO,IL,60608,02/04/2020,Canvass,Pass w/ Conditions,"23. PROPER DATE MARKING AND DISPOSITION - Comments: 3-501.17 OBSERVED TIME/TEMPERATURE CONTROL FOR SAFETY READY TO EAT FOODS (COOKED CHICKEN, COOKED RICE, COOKED BEANS) OUT OF THE ORIGINAL PACKAGING AND HELD FOR OVER 24 HOURS WITHOUT DISCARD DATE LABELS. INSTRUCTED TO PROVIDE DISCARD DATE LABELS FOR ALL TCS RTE FOODS. PRIORITY FOUNDATION 7-38-005. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: 3-603.11 OBSERVED NO CONSUMER ADVISORY DISCLOSURE AND REMINDER ON THE MENU FOR ALL ITEMS THAT CAN BE ORDERED UNDERCOOKED OR RAW (EGGS, BEEF). INSTRUCTED TO PROVIDE A CONSUMER ADVISORY DISCLOSURE AND REMINDER ON THE MENU FOR ALL ITEMS THAT CAN BE ORDERED UNDERCOOKED OR RAW. PRIORITY FOUNDATION 7-38-005. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO CLOSED RECEPTACLE INSIDE OF THE WOMEN'S TOILET ROOM. INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12 OBSERVED FOOD SPLATTERS ON THE WALLS LOCATED BY THE REAR FOOD PREP AREA HAND WASHING SINK. INSTRUCTED TO CLEAN.",41.850428003029705,-87.67115535322796,"(-87.67115535322796, 41.850428003029705)"
2359842,MR. POLLO,MR. POLLO,2542966,Restaurant,Risk 1 (High),3026 W BELMONT AVE ,CHICAGO,IL,60618,02/04/2020,Canvass,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST NOT USE RAW WOOD AS A MEANS OF ELEVATION FOR REAR METAL RACK DRY FOOD STORAGE SHELVING. SHELVING LEGS MUST BE NON-ABSORBENT AND CLEANABLE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS IN THE FOLLOWING AREAS FOUND WITH DIRT AND DEBRIS: UNDER AND BEHIND THE ICE MACHINE, UNDER THE REAR METAL RACK DRY FOOD STORAGE SHELVING. MUST CLEAN AND MAINTAIN.----CEILING IN THE BASEMENT EMPLOYEE WASHROOM WITH WATER DAMAGED CEILING TILES AND PEELING PAINT. MUST REPAIR TO BE SMOOTH AND CLEANABLE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: ALL UNUSED COOKING EQUIPMENT STORED IN THE HALLWAY TO BASEMENT MUST BE REMOVED FROM THE PREMISES OR PROPERLY STORED CLEAN AND ELEVATED. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: NO PROOF OF FOOD HANDLER TRAINING OR CERTIFICATES FOR ALL REQUIRED EMPLOYEES. MUST PROVIDE.",41.93946745056518,-87.70381061827938,"(-87.70381061827938, 41.93946745056518)"
2359875,POTBELLY SANDWICH SHOP,POTBELLY SANDWICH SHOP,2349865,Restaurant,Risk 1 (High),6464 N SHERIDAN RD ,CHICAGO,IL,60626,02/04/2020,Canvass,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: FOOD CONTAINERS STORED ON FLOOR INSIDE WALK-IN COOLER. MUST PROVIDE PROPER, RAISED SHELVING TO STORE FOOD CONTAINERS 6' OFF FLOOR | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN FLOOR DRAIN AT THE REAR BY THE 3 COMPARTMENT SINK.",41.99999529619598,-87.66084128884266,"(-87.66084128884266, 41.99999529619598)"
